date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:12	229272/229272	---M-Z	200	added ('OK')	text/css	etag:%2237f98-60d65fdd4f6e9-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/style.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/style8a54.css	(from https://mall.cmsmasters.net/)
21:40:12	33503/33503	---M-Z	200	added ('OK')	text/css	etag:%2282df-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/adaptive.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/adaptive8a54.css	(from https://mall.cmsmasters.net/)
21:40:13	839/839	---M-Z	200	added ('OK')	text/css	etag:%22347-60d65fdd4f6e9-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/retina.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/retina8a54.css	(from https://mall.cmsmasters.net/)
21:40:13	70413/70413	---M-Z	200	added ('OK')	text/css	etag:%221130d-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/fontello.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/fontello8a54.css	(from https://mall.cmsmasters.net/)
21:40:13	5561/5561	---M-Z	200	added ('OK')	text/css	etag:%2215b9-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/fontello-custom.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/fontello-custom8a54.css	(from https://mall.cmsmasters.net/)
21:40:14	64553/64553	---M-Z	200	added ('OK')	text/css	etag:%22fc29-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/animate.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/animate8a54.css	(from https://mall.cmsmasters.net/)
21:40:14	1741/1741	---M-Z	200	added ('OK')	text/css	etag:%226cd-60d65fdd4e749-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/jquery.isotope.css?ver=1.5.26	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/jquery.isotope57bd.css	(from https://mall.cmsmasters.net/)
21:40:14	49252/49252	---M-Z	200	added ('OK')	text/css	etag:%22c064-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-woo-style.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-woo-style8a54.css	(from https://mall.cmsmasters.net/)
21:40:15	6919/6919	---M-Z	200	added ('OK')	text/css	etag:%221b07-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-woo-adaptive.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-woo-adaptive8a54.css	(from https://mall.cmsmasters.net/)
21:40:16	36612/36612	---M-Z	200	added ('OK')	text/css	etag:%228f04-60d65fdd4c809-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-events-v2-style.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/cmsmasters-events-v2-style8a54.css	(from https://mall.cmsmasters.net/)
21:40:16	8475/8475	---M-Z	200	added ('OK')	text/css	etag:%22211b-60d65fdd4e749-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/ilightbox.css?ver=2.2.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/ilightbox3601.css	(from https://mall.cmsmasters.net/)
21:40:17	8071/8071	---M-Z	200	added ('OK')	text/css	etag:%221f87-60d65fdd4e749-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/css/ilightbox-skins/dark-skin.css?ver=2.2.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/css/ilightbox-skins/dark-skin3601.css	(from https://mall.cmsmasters.net/)
21:40:18	41452/41452	---M-Z	200	added ('OK')	text/css	etag:%22a1ec-60d65fdd8b007-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/gutenberg/css/frontend-style.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/gutenberg/css/frontend-style8a54.css	(from https://mall.cmsmasters.net/)
21:40:18	461687/461687	---M-Z	200	added ('OK')	text/css	etag:%2270b77-60d6610ed5a4d-gzip%22	https://mall.cmsmasters.net/wp-content/uploads/cmsmasters_styles/mall.css?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/cmsmasters_styles/mall8a54.css	(from https://mall.cmsmasters.net/)
21:40:18	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-60d6611d56811-gzip%22	https://mall.cmsmasters.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://mall.cmsmasters.net/)
21:40:19	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-604adbb144da6-gzip%22	https://mall.cmsmasters.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://mall.cmsmasters.net/)
21:40:19	122953/122953	---M-Z	200	added ('OK')	text/javascript	etag:%221e049-60d660b13de08-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils.js?ver=7.9.6	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils27b2.js	(from https://mall.cmsmasters.net/)
21:40:20	32526/32526	---M-Z	200	added ('OK')	text/javascript	etag:%227f0e-60d660b13de08-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions.js?ver=7.9.6	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions27b2.js	(from https://mall.cmsmasters.net/)
21:40:21	269499/269499	---MCZ	200	added ('OK')	text/javascript	etag:%2241cbb-60d660b13de08-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery27b2.js	(from https://mall.cmsmasters.net/)
21:40:21	165339/165339	---MCZ	200	added ('OK')	text/javascript	etag:%22285db-60d660e8ab371-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.20	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/rbtools.minec8f.js	(from https://mall.cmsmasters.net/)
21:40:22	9636/9636	---M-Z	200	added ('OK')	text/javascript	etag:%2225a4-60d6602dae762-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.4.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb8c8.js	(from https://mall.cmsmasters.net/)
21:40:22	3037/3037	---M-Z	200	added ('OK')	text/javascript	etag:%22bdd-60d6602dad7c2-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.4.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min2678.js	(from https://mall.cmsmasters.net/)
21:40:22	410361/410361	---MCZ	200	added ('OK')	text/javascript	etag:%22642f9-60d660e8ac311-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/rs6.minec8f.js	(from https://mall.cmsmasters.net/)
21:40:22	1845/1845	---M-Z	200	added ('OK')	text/javascript	etag:%22735-60d6602dae762-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.4.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min48a0.js	(from https://mall.cmsmasters.net/)
21:40:23	2139/2139	---M-Z	200	added ('OK')	text/javascript	etag:%2285b-60d6602dae762-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.4.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min2678.js	(from https://mall.cmsmasters.net/)
21:40:23	20624/20624	---M-Z	200	added ('OK')	text/javascript	etag:%225090-60d65fdd8cf47-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/js/jsLibraries.min.js?ver=1.0.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/js/jsLibraries.min8a54.js	(from https://mall.cmsmasters.net/)
21:40:23	121118/121118	---M-Z	200	added ('OK')	text/javascript	etag:%221d91e-60d65fdd8cf47-gzip%22	https://mall.cmsmasters.net/wp-content/themes/mall/js/jquery.iLightBox.min.js?ver=2.2.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/themes/mall/js/jquery.iLightBox.min3601.js	(from https://mall.cmsmasters.net/)
21:40:24	2939/2939	---M-Z	200	added ('OK')	text/javascript	etag:%22b7b-60d6602dad7c2-gzip%22	https://mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=8.4.0	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min2678.js	(from https://mall.cmsmasters.net/)
21:40:27	285/285	---M--	403	error ('Forbidden')	text/html	date:Fri,%2015%20Mar%202024%2014:40:27%20GMT	https://mall.cmsmasters.net/xmlrpc.php?rsd	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/xmlrpc.230db0.delayed	(from https://mall.cmsmasters.net/)
21:40:27	120448/120448	---MC-	200	added ('OK')	application/json	date:Fri,%2015%20Mar%202024%2014:40:23%20GMT	https://mall.cmsmasters.net/wp-json/wp/v2/pages/7366	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-json/wp/v2/pages/7366.json	(from https://mall.cmsmasters.net/)
21:40:28	2098/2098	---MC-	200	added ('OK')	application/json	date:Fri,%2015%20Mar%202024%2014:40:27%20GMT	https://mall.cmsmasters.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmall.cmsmasters.net%2F	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-json/oembed/1.0/embedbb6b.json	(from https://mall.cmsmasters.net/)
21:40:29	1274522/1274522	---MC-	200	added ('OK')	application/json	date:Fri,%2015%20Mar%202024%2014:40:24%20GMT	https://mall.cmsmasters.net/wp-json/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-json/index.html	(from https://mall.cmsmasters.net/)
21:40:30	2257/2257	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Mar%202024%2014:40:28%20GMT	https://mall.cmsmasters.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmall.cmsmasters.net%2F&format=xml	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-json/oembed/1.0/embed2348	(from https://mall.cmsmasters.net/)
21:40:30	969/969	---M--	200	added ('OK')	image/png	etag:%223c9-5281d503eaa40%22	https://mall.cmsmasters.net/wp-content/uploads/2015/12/favicon.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/12/favicon.png	(from https://mall.cmsmasters.net/)
21:40:31	3793/3793	---M--	200	added ('OK')	image/png	etag:%22ed1-525472c4246c0%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/logo2.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/logo2.png	(from https://mall.cmsmasters.net/)
21:40:31	6195/6195	---M--	200	added ('OK')	image/png	etag:%221833-525472c60cb40%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/logo-retina.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/logo-retina.png	(from https://mall.cmsmasters.net/)
21:40:34	29494/29494	---MC-	200	added ('OK')	application/json	date:Fri,%2015%20Mar%202024%2014:40:30%20GMT	https://mall.cmsmasters.net/wp-json/tribe/events/v1/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-json/tribe/events/v1/index.html	(from https://mall.cmsmasters.net/)
21:40:35	78641/78641	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:33%20GMT	https://mall.cmsmasters.net/contacts/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/contacts/index.html	(from https://mall.cmsmasters.net/)
21:40:36	132389/132389	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:33%20GMT	https://mall.cmsmasters.net/cart/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/cart/index.html	(from https://mall.cmsmasters.net/)
21:40:37	85711/85711	---M--	200	added ('OK')	image/png	etag:%2214ecf-5255d6585b140%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/entertainment.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/entertainment.png	(from https://mall.cmsmasters.net/)
21:40:38	99601/99601	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:35%20GMT	https://mall.cmsmasters.net/news/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/news/index.html	(from https://mall.cmsmasters.net/)
21:40:38	665079/665079	---M--	200	added ('OK')	image/jpeg	etag:%22a25f7-5254a90d159c0%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_73575423_origicnal.jpg	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_73575423_origicnal.jpg	(from https://mall.cmsmasters.net/)
21:40:38	87565/87565	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:36%20GMT	https://mall.cmsmasters.net/store-directory/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/store-directory/index.html	(from https://mall.cmsmasters.net/)
21:40:39	149331/149331	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:37%20GMT	https://mall.cmsmasters.net/events/list/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/events/list/index.html	(from https://mall.cmsmasters.net/)
21:40:39	97852/97852	---M--	200	added ('OK')	image/png	etag:%2217e3c-5255d65a435c0%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/fashion.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/fashion.png	(from https://mall.cmsmasters.net/)
21:40:40	89060/89060	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:38%20GMT	https://mall.cmsmasters.net/gallery-2/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/gallery-2/index.html	(from https://mall.cmsmasters.net/)
21:40:41	70066/70066	---M--	200	added ('OK')	image/png	etag:%22111b2-5255d65c2ba40%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/lounge.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/lounge.png	(from https://mall.cmsmasters.net/)
21:40:41	85052/85052	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:39%20GMT	https://mall.cmsmasters.net/shopping/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/shopping/index.html	(from https://mall.cmsmasters.net/)
21:40:43	91972/91972	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:39%20GMT	https://mall.cmsmasters.net/about/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/about/index.html	(from https://mall.cmsmasters.net/)
21:40:43	84182/84182	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:40%20GMT	https://mall.cmsmasters.net/dining/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/dining/index.html	(from https://mall.cmsmasters.net/)
21:40:44	98697/98697	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:41%20GMT	https://mall.cmsmasters.net/cinema/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/cinema/index.html	(from https://mall.cmsmasters.net/)
21:40:45	95630/95630	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:43%20GMT	https://mall.cmsmasters.net/entertainment/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/entertainment/index.html	(from https://mall.cmsmasters.net/)
21:40:46	101788/101788	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:44%20GMT	https://mall.cmsmasters.net/buttons-icons/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/buttons-icons/index.html	(from https://mall.cmsmasters.net/)
21:40:46	442845/442845	---M--	200	added ('OK')	image/jpeg	etag:%226c1dd-5255927498540%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_73868903_original.jpg	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_73868903_original.jpg	(from https://mall.cmsmasters.net/)
21:40:47	71085/71085	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:45%20GMT	https://mall.cmsmasters.net/custom-html-css-js/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/custom-html-css-js/index.html	(from https://mall.cmsmasters.net/)
21:40:48	663753/663753	---M--	200	added ('OK')	image/png	etag:%22a20c9-5255ad0ce0400%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/slider.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/slider.png	(from https://mall.cmsmasters.net/)
21:40:49	93392/93392	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:47%20GMT	https://mall.cmsmasters.net/dividers/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/dividers/index.html	(from https://mall.cmsmasters.net/)
21:40:49	89748/89748	---M--	200	added ('OK')	image/png	etag:%2215e94-5255eefb01080%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-51.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-51.png	(from https://mall.cmsmasters.net/)
21:40:49	111704/111704	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:47%20GMT	https://mall.cmsmasters.net/icon-lists/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/icon-lists/index.html	(from https://mall.cmsmasters.net/)
21:40:51	73857/73857	---M--	200	added ('OK')	image/png	etag:%2212081-5255eefa0ce40%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-41.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-41.png	(from https://mall.cmsmasters.net/)
21:40:51	122051/122051	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:49%20GMT	https://mall.cmsmasters.net/portfolio-shortcode/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/portfolio-shortcode/index.html	(from https://mall.cmsmasters.net/)
21:40:51	392863/392863	---M--	200	added ('OK')	image/jpeg	etag:%225fe9f-5255997ffe400%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_55887459_origihnal.jpg	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Depositphotos_55887459_origihnal.jpg	(from https://mall.cmsmasters.net/)
21:40:52	82819/82819	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:50%20GMT	https://mall.cmsmasters.net/quotes/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/quotes/index.html	(from https://mall.cmsmasters.net/)
21:40:53	76975/76975	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:51%20GMT	https://mall.cmsmasters.net/embedded/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/embedded/index.html	(from https://mall.cmsmasters.net/)
21:40:54	80929/80929	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:52%20GMT	https://mall.cmsmasters.net/featured-blocks/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/featured-blocks/index.html	(from https://mall.cmsmasters.net/)
21:40:54	83762/83762	---M--	200	added ('OK')	image/png	etag:%2214732-5254a3e43ed80%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-21.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-21.png	(from https://mall.cmsmasters.net/)
21:40:54	739023/739023	---M--	200	added ('OK')	image/png	etag:%22b46cf-5255f1b23b8c0%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/slider2.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/slider2.png	(from https://mall.cmsmasters.net/)
21:40:55	91451/91451	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:53%20GMT	https://mall.cmsmasters.net/gallery/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/gallery/index.html	(from https://mall.cmsmasters.net/)
21:40:56	73613/73613	---M--	200	added ('OK')	image/png	etag:%2211f8d-5254b00198280%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-3.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-3.png	(from https://mall.cmsmasters.net/)
21:40:57	80567/80567	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:54%20GMT	https://mall.cmsmasters.net/google-maps/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/google-maps/index.html	(from https://mall.cmsmasters.net/)
21:40:57	74611/74611	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:55%20GMT	https://mall.cmsmasters.net/images/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/images/index.html	(from https://mall.cmsmasters.net/)
21:40:58	119135/119135	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:40:55%20GMT	https://mall.cmsmasters.net/posts-or-projects-slider/	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/posts-or-projects-slider/index.html	(from https://mall.cmsmasters.net/)
21:40:58	1860/1860	---M--	200	added ('OK')	image/png	etag:%22744-5255afbb85800%22	https://mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-11.png	C:/Users/vietanh/Documents/projectSem3/mall.cmsmasters.net/wp-content/uploads/2015/11/Untitled-11.png	(from https://mall.cmsmasters.net/)
